Issue Title,Issue Description,Pull Number,Pull Description
Javadoc typo fix and cleanup,This mostly fixes the url1/url2 copy and paste problem. It uses a bit more readable property syntax and introduces a single sentence (plain text) summary for class Javadoc and adds some links.,226,This mostly fixes the url1/url2 copy and paste problem. It uses a bit more readable property syntax and introduces a single sentence (plain text) summary for class Javadoc and adds some links.
[AMQ-6586] Compilation of activemq-unit-test fails,,225,
 AMQ-6577: honour usePrefetchExtension in TopicSubscription.,"The current implementation of TopicSubscription always uses the prefetch extension feature, effectively ignoring any usePrefetchExtension option set in the configuration for the topic destination.

See: [AMQ-6577](https://issues.apache.org/jira/browse/AMQ-6577)
",224,"The current implementation of TopicSubscription always uses the prefetch extension feature, effectively ignoring any usePrefetchExtension option set in the configuration for the topic destination.

See: [AMQ-6577](https://issues.apache.org/jira/browse/AMQ-6577)
"
[AMQ-6576] Problem while installing activemq-camel with Camel 2.17.x or 2.18.x,Please backport this to 2.14.x too,223,Please backport this to 2.14.x too
[AMQ-6544] Create spring.schemas with schemas of activemq and spring,"As spring is embedded now we also need to define the spring schema mappings to make them available when being offline. Downside is that this needs to be maintained. So the better way would be to join the files from activemq-spring and spring. 
Does anyone know how to do this?
",222,"As spring is embedded now we also need to define the spring schema mappings to make them available when being offline. Downside is that this needs to be maintained. So the better way would be to join the files from activemq-spring and spring. 
Does anyone know how to do this?
"
[AMQ-6546] Big refactoring and cleanup of karaf itests,,221,
"Amq 6542 Test for ConnectionFactory from config, Minor fix in activemq-cf",,220,
[AMQ-6543] Cleanup warnings in karaf itests,,219,
[AMQ-6514] Adding test for activemq blueprint setup and xbean problem,"This pull request adds a test to create a broker using a blueprint.xml file.
This test also covers the xbean problem of the above issue as it uses a config attribute in a bean.
",218,"This pull request adds a test to create a broker using a blueprint.xml file.
This test also covers the xbean problem of the above issue as it uses a config attribute in a bean.
"
https://issues.apache.org/jira/browse/AMQ-6526 - fix <Unknown> Stomp …,…operation in ProtocolException.,217,…operation in ProtocolException.
AMQ-5344: Replace bundles with feature,,216,
[AMQ-6515] Adding javax.inject bundle to fix the issue on feature ins…,…tall,215,…tall
[AMQ-6514] Upgrade xbean-blueprint to 4.2 to fix issue with placeholders,,214,
AMQ-5247: Make jmxUseLocal global settable,,213,
AMQ-6506: Increase OSGi version range for package import javax.jms,,212,
AMQ-6057: Add performance patch to JDBC statements definition,,211,
AMQ-6452: Upgrade dependency of geronimo-transaction,,210,
AMQ-6497 Add method to navigate interceptors,,209,
AMQ-6494 Process SHUTDOWN_INFO and REMOVE_INFO to avoid timeouts,"More details regarding this bug in jira.

https://issues.apache.org/jira/browse/AMQ-6494",208,"More details regarding this bug in jira.

https://issues.apache.org/jira/browse/AMQ-6494"
https://issues.apache.org/jira/browse/AMQ-6489,Add support for SSL configurations using JNDI.,207,Add support for SSL configurations using JNDI.
Add missing runlevels to Default-Start,"According to the manual (and the `runlevel` command), Debian starts in runlevel 2 by default:
https://www.debian.org/doc/manuals/debian-reference/ch03.en.html#_sysv_style_init

So in order for ActiveMQ to start up when a Debian VM starts, you have to add it to these runlevels.

Workaround: `insserv -v activemq,start=2`

Side-effects:
RedHat doesn't use runlevels 2 and 4, so it should be fine:
https://access.redhat.com/documentation/en-US/Red_Hat_Enterprise_Linux/3/html/Reference_Guide/s1-boot-init-shutdown-sysv.html

SLES doesn't use runlevel 4, but it does use runlevel 2 for ""Local multiuser mode without remote network (NFS, etc.)"":
https://www.suse.com/documentation/sles11/book_sle_admin/data/sec_boot_init.html

So the only side-effect on these systems is that SLES will try to run ActiveMQ in Local multiuser mode without remote network (and probably fail).
I think that is an acceptable side-effect since people booting Debian into runlevel 2 is a _lot_ more common due to it being the default.
",206,"According to the manual (and the `runlevel` command), Debian starts in runlevel 2 by default:
https://www.debian.org/doc/manuals/debian-reference/ch03.en.html#_sysv_style_init

So in order for ActiveMQ to start up when a Debian VM starts, you have to add it to these runlevels.

Workaround: `insserv -v activemq,start=2`

Side-effects:
RedHat doesn't use runlevels 2 and 4, so it should be fine:
https://access.redhat.com/documentation/en-US/Red_Hat_Enterprise_Linux/3/html/Reference_Guide/s1-boot-init-shutdown-sysv.html

SLES doesn't use runlevel 4, but it does use runlevel 2 for ""Local multiuser mode without remote network (NFS, etc.)"":
https://www.suse.com/documentation/sles11/book_sle_admin/data/sec_boot_init.html

So the only side-effect on these systems is that SLES will try to run ActiveMQ in Local multiuser mode without remote network (and probably fail).
I think that is an acceptable side-effect since people booting Debian into runlevel 2 is a _lot_ more common due to it being the default.
"
Master,"Learning
",205,"Learning
"
Setting TmpDataDirectory for setTempDataStore Method,"Related to Improvement AMQ-6403,
tmpDataDirectory value is not set
",204,"Related to Improvement AMQ-6403,
tmpDataDirectory value is not set
"
fix a wrong word,"the wrong word in this sentence ""with Hadoop based file systems to achive HA of your stored messages"" .
“achive” change to ""achieve"".
",203,"the wrong word in this sentence ""with Hadoop based file systems to achive HA of your stored messages"" .
“achive” change to ""achieve"".
"
Fixes AMQ-6441 where a negative value can be returned with large AWS EFS files systems when calling java.io.File.getTotalSpace(),"Fixes AMQ-6441

A test, testLargeFileSystem(), was added to org.apache.activemq.broker.BrokerServiceTest for checking if the total space on a volume was too large to fit into a primitive long.  If this happens, then totalSpace is set to java.lang.Long.MAX_VALUE.
",202,"Fixes AMQ-6441

A test, testLargeFileSystem(), was added to org.apache.activemq.broker.BrokerServiceTest for checking if the total space on a volume was too large to fit into a primitive long.  If this happens, then totalSpace is set to java.lang.Long.MAX_VALUE.
"
Activemq 5.6,,201,
https://issues.apache.org/jira/browse/AMQ-6442,"Config file org.apache.activemq.server-default.cfg points config to ${karaf.base}/etc
",200,"Config file org.apache.activemq.server-default.cfg points config to ${karaf.base}/etc
"
Make start script work on busybox,"The current version of the activemq start script uses options to ps which are unavailable 
in busybox.

Suggested change refactors the start script to remove duplicated code to find a java process 
given a pidfile and makes it work on busybox.

I have limited possibilities of verifying the change on different platforms but it is confirmed to
work on at least Mac OS X in addition to busybox and should work on platforms where 
previous ""ps -p"" command worked.
",199,"The current version of the activemq start script uses options to ps which are unavailable 
in busybox.

Suggested change refactors the start script to remove duplicated code to find a java process 
given a pidfile and makes it work on busybox.

I have limited possibilities of verifying the change on different platforms but it is confirmed to
work on at least Mac OS X in addition to busybox and should work on platforms where 
previous ""ps -p"" command worked.
"
AMQ-6428 - Add methods to EmbeddedActiveMQBroker an ActiveMQ client JUnit Rules,,198,
https://issues.apache.org/jira/browse/AMQ-6391,"Test case for multiple connections participating in one phase commit,
causing leak in ConnectionStateTracker.

Keep all the connections participating in an transaction in a static multimap
similar to the one in TransactionContext.

Even though Garry  says that static fields may cause issues in OSGi, I am offering this as a solution. This static map has same lifecycle, classloading and  source bundle as the one already present in TransactionContext, therefore I assume it cannot really make things worse.
",197,"Test case for multiple connections participating in one phase commit,
causing leak in ConnectionStateTracker.

Keep all the connections participating in an transaction in a static multimap
similar to the one in TransactionContext.

Even though Garry  says that static fields may cause issues in OSGi, I am offering this as a solution. This static map has same lifecycle, classloading and  source bundle as the one already present in TransactionContext, therefore I assume it cannot really make things worse.
"
Fixes CAMEL-10226: camel-jms ignores connection pool settings in spri…,"…ng-boot deployment.
",196,"…ng-boot deployment.
"
Activemq 5.11.x,,195,
Renamed README file.  Updated link for encryption and location of LICENSE.,"Formatting looks better IMHO, if you want to take a look: https://github.com/johnament/activemq/blob/master/README.md
",194,"Formatting looks better IMHO, if you want to take a look: https://github.com/johnament/activemq/blob/master/README.md
"
[AMQ-6380] Create pooled ConnectionFactories from configs in OSGi,,193,
"AMQ-6379 - Add openwire properties for provider name, provider version, and platform details",,192,
[AMQ-6355] Provide bundles for client and jms-pool,,191,
Amq 6317 create schema statements,,190,
AMQ-6317,,189,
AMQ-6310 added a check to ensure the leading wildcards in prefixes are handled correctly.,"Checking for leading wildcard in the prefix for a virtualtopic, modifying the behavior of shouldDispatch in the VirtualTopicInterceptor.
",188,"Checking for leading wildcard in the prefix for a virtualtopic, modifying the behavior of shouldDispatch in the VirtualTopicInterceptor.
"
AMQ-6301: Changed activemq-osgi so that it embeds the spring-dm bundles,"This changes the activemq-osgi bundle so that it inline-embeds the spring-dm bundles which have been used inside the ActiveMQServiceFactory since version 5.13.0.

To write tests for this, I had to hardcode the Spring versions so that they match the version from the particular version of Karaf that is used by Pax Exam. If somebody has a way to fetch these versions dynamically, that would make it easier to maintain.

If this could also be merged for inclusion in version 5.13.x, that would be appreciated! Thanks.
",187,"This changes the activemq-osgi bundle so that it inline-embeds the spring-dm bundles which have been used inside the ActiveMQServiceFactory since version 5.13.0.

To write tests for this, I had to hardcode the Spring versions so that they match the version from the particular version of Karaf that is used by Pax Exam. If somebody has a way to fetch these versions dynamically, that would make it easier to maintain.

If this could also be merged for inclusion in version 5.13.x, that would be appreciated! Thanks.
"
AMQ-6298: Fixed Spring Import-Package wildcard,"The org.springframework wildcard is above the Spring-DM org.springframework.osgi import, causing incorrect OSGi metadata.

https://issues.apache.org/jira/browse/AMQ-6298
",186,"The org.springframework wildcard is above the Spring-DM org.springframework.osgi import, causing incorrect OSGi metadata.

https://issues.apache.org/jira/browse/AMQ-6298
"
Activemq 5.12.x,,185,
AMQ-6274 - add support for message metadata - originalDestination is f…,"…irst
",184,"…irst
"
https://issues.apache.org/jira/browse/AMQ-6271,"activemq-osgi defines wrong range for org.springframework.osgi...
",183,"activemq-osgi defines wrong range for org.springframework.osgi...
"
https://issues.apache.org/jira/browse/AMQ-6271,"activemq-osgi defines wrong range for org.springframework.osgi...
",182,"activemq-osgi defines wrong range for org.springframework.osgi...
"
AMQ-6262 - HTTP transport broken in 5.12,,181,
Updating help text properly,,180,
Fix error message typo.,"Fix typo from javax.jmx.ConnectionFactory to javax.jms.ConnectionFactory
",179,"Fix typo from javax.jmx.ConnectionFactory to javax.jms.ConnectionFactory
"
Activemq 5.5,"ee
",178,"ee
"
https://issues.apache.org/jira/browse/AMQ-6244,"Fix and test for https://issues.apache.org/jira/browse/AMQ-6244
",177,"Fix and test for https://issues.apache.org/jira/browse/AMQ-6244
"
AMQ-5662 improve Web Console to support retry from all configured DLQs,"ActiveMQ Dead letter queues are defined in runtime by individual or shared DLQ strategy. However, in the web console, the retry command is only active if a queue starts with ""DLQ."" or ""DLT."". More, it does not really do a retry, only a move from DLQ.<queuename> to <queuename>. This is not correct, since a DLQ strategy might use other prefix/suffix to name a DLQ. The correct original destination is taken from a property of the message, not derived from the DLQ queue name.

This PR enables the retry command on configured DLQs, regardless of name. By some reason the default ActiveMQ.DLQ is not detected as a DLQ (looking at JMX properties of the queue), so this particular queue is also included to show the retry command. The retry command actually triggers the retry JMX operation.

This PR is actually more or less a duplicate of PR #73, but up to date with the rest of AMQ, hence pr #73 is closed.
",176,"ActiveMQ Dead letter queues are defined in runtime by individual or shared DLQ strategy. However, in the web console, the retry command is only active if a queue starts with ""DLQ."" or ""DLT."". More, it does not really do a retry, only a move from DLQ.<queuename> to <queuename>. This is not correct, since a DLQ strategy might use other prefix/suffix to name a DLQ. The correct original destination is taken from a property of the message, not derived from the DLQ queue name.

This PR enables the retry command on configured DLQs, regardless of name. By some reason the default ActiveMQ.DLQ is not detected as a DLQ (looking at JMX properties of the queue), so this particular queue is also included to show the retry command. The retry command actually triggers the retry JMX operation.

This PR is actually more or less a duplicate of PR #73, but up to date with the rest of AMQ, hence pr #73 is closed.
"
https://issues.apache.org/jira/browse/AMQ-6210,"Do not store selector information of temporary destinations.

Since the selector information is not cleared after the destination is removed, the cache grows with every temporary destinations, and a use case where a consumer would ever reconnect to a temporary queue for reception is hard to imagine.
",175,"Do not store selector information of temporary destinations.

Since the selector information is not cleared after the destination is removed, the cache grows with every temporary destinations, and a use case where a consumer would ever reconnect to a temporary queue for reception is hard to imagine.
"
https://issues.apache.org/jira/browse/AMQ-6209,"SubQueueSelectorCacheBroker should ignore selectors of network subscriptions and queue browsers, as these shouldn't permanently extend the number of matching messages of a consumer queue.
",174,"SubQueueSelectorCacheBroker should ignore selectors of network subscriptions and queue browsers, as these shouldn't permanently extend the number of matching messages of a consumer queue.
"
Update activemq.bat,"Added quotes so that when the path is expanded if there is a space in the path it will not see the path as two words, but one word
",173,"Added quotes so that when the path is expanded if there is a space in the path it will not see the path as two words, but one word
"
Move directory variables up,"Setting ACTIVEMQ_CONF to a different value and not moving it up will result in login.config being taken from the old location.
This commit fixes this by moving these variables above all places they are used in.

Fixes AMQ-6189
https://issues.apache.org/jira/browse/AMQ-6189
",172,"Setting ACTIVEMQ_CONF to a different value and not moving it up will result in login.config being taken from the old location.
This commit fixes this by moving these variables above all places they are used in.

Fixes AMQ-6189
https://issues.apache.org/jira/browse/AMQ-6189
"
Delete redundant persistenceAdapter.getTransactionContext,,171,
https://issues.apache.org/jira/browse/AMQ-6188 - reset BaseDestinatio…,"Fix and test for https://issues.apache.org/jira/browse/AMQ-6188
",170,"Fix and test for https://issues.apache.org/jira/browse/AMQ-6188
"
https://issues.apache.org/jira/browse/AMQ-6181 - Upgrade to Joda-time 2.9,"Hi,

This PR is related to:
https://issues.apache.org/jira/browse/AMQ-6181

Thanks
Andrea
",169,"Hi,

This PR is related to:
https://issues.apache.org/jira/browse/AMQ-6181

Thanks
Andrea
"
[AMQ-6165] Python stompest tests do not work with newer releases,,168,
[AMQ-6160] fix NPE; use messageId.getFutureOrSequenceLong() as sequen…,"…ceId if entryLocator is NULL
",167,"…ceId if entryLocator is NULL
"
Fix AMQ-6150 (Found 3 instances of impossible casts in the activemq code),"Running static analysis on activemq I was able to identify 3 instances of impossible casts in the code. This pull request resolves them.
",166,"Running static analysis on activemq I was able to identify 3 instances of impossible casts in the code. This pull request resolves them.
"
AMQ-6135 ActiveMQ HTTP module should support Openwire serialisation,"I am submitting this on behalf of Atlassian, the appropriate CCLAs are in place.

We have that code running in production and we didn't have any problems reports.
I assumed rather strict backward compatibility and interoperability requirements, not sure if that's needed.  Well, at least the interoperability should be there.
In any case, it's easier to have them removed than to implement them as an afterthought.
",165,"I am submitting this on behalf of Atlassian, the appropriate CCLAs are in place.

We have that code running in production and we didn't have any problems reports.
I assumed rather strict backward compatibility and interoperability requirements, not sure if that's needed.  Well, at least the interoperability should be there.
In any case, it's easier to have them removed than to implement them as an afterthought.
"
AMQ-6052 Network of brokers on duplex mode reports InstanceAlreadyExistsException on already existing destinations,"This PR is related to Issue AMQ-6052
https://issues.apache.org/jira/browse/AMQ-6052
",164,"This PR is related to Issue AMQ-6052
https://issues.apache.org/jira/browse/AMQ-6052
"
AMQ-6106 - JUnit Rule for embedded ActiveMQ Broker,,163,
https://issues.apache.org/jira/browse/AMQ-6071 - Log info about corru…,"…pted journal records at WARN level
",162,"…pted journal records at WARN level
"
Support for Openwire serialisation in HTTP,,161,
TransportConnection does not synchronize iteration on synchronized list,"In TransportConnection.java:861, the synchronized list returned by cs.getTempDestinations() is iterated
in an unsynchronized manner, but according to the [Oracle Java 7 API specification](http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#synchronizedList%28java.util.List%29),
this is not thread-safe and can lead to non-deterministic behavior. This pull request adds a fix by synchronizing the iteration on the list returned by cs.getTempDestinations().
",160,"In TransportConnection.java:861, the synchronized list returned by cs.getTempDestinations() is iterated
in an unsynchronized manner, but according to the [Oracle Java 7 API specification](http://docs.oracle.com/javase/7/docs/api/java/util/Collections.html#synchronizedList%28java.util.List%29),
this is not thread-safe and can lead to non-deterministic behavior. This pull request adds a fix by synchronizing the iteration on the list returned by cs.getTempDestinations().
"
AMQ-6058 added a check to make sure the destination starts with the v…,"…irtual topic prefix.
",159,"…irtual topic prefix.
"
release the connection even if broker communication fails,,158,
enforce connection thread releasing,"When a connection is closed the broker can be shutdown or the communication can fail.

This shouldnt prevent the connection to close and in particular to shutdown the started Session Task thread.
",157,"When a connection is closed the broker can be shutdown or the communication can fail.

This shouldnt prevent the connection to close and in particular to shutdown the started Session Task thread.
"
AMQ-6036: Parsing message selector for wildcard matches,"Parsing message selector for wildcard matches for ignoreWildcardSelectors feature.

https://issues.apache.org/jira/browse/AMQ-6036
",156,"Parsing message selector for wildcard matches for ignoreWildcardSelectors feature.

https://issues.apache.org/jira/browse/AMQ-6036
"
https://issues.apache.org/jira/browse/AMQ-6023 - Update Snappy to ver…,"…sion 1.1.2

This PR is related to:

https://issues.apache.org/jira/browse/AMQ-6023

Andrea
",155,"…sion 1.1.2

This PR is related to:

https://issues.apache.org/jira/browse/AMQ-6023

Andrea
"
https://issues.apache.org/jira/browse/AMQ-6022 - Update Netty to vers…,"…ion 4.0.32.Final

Hi all,

This PR is related to:
https://issues.apache.org/jira/browse/AMQ-6022

Andrea
",154,"…ion 4.0.32.Final

Hi all,

This PR is related to:
https://issues.apache.org/jira/browse/AMQ-6022

Andrea
"
[AMQ-6020] Adding the necessary import and removing the export packages,,153,
[AMQ-6018] Web console should not export any OSGi packages,,152,
https://issues.apache.org/jira/browse/AMQ-6003 - Upgrade Pax runner t…,"…o version 1.8.6

This PR is related to:

https://issues.apache.org/jira/browse/AMQ-6003

Andrea
",151,"…o version 1.8.6

This PR is related to:

https://issues.apache.org/jira/browse/AMQ-6003

Andrea
"
AMQ-5931 Updated jodatime to 2.8.2,"https://issues.apache.org/jira/browse/AMQ-5931
",150,"https://issues.apache.org/jira/browse/AMQ-5931
"
AMQ-5931 - Updated jodatime to 2.8.2,"https://issues.apache.org/jira/browse/AMQ-5931
",149,"https://issues.apache.org/jira/browse/AMQ-5931
"
https://issues.apache.org/jira/browse/AMQ-5998 - Upgrade Pax-url to v…,"…ersion 2.4.3

This PR is related to 

https://issues.apache.org/jira/browse/AMQ-5998

Andrea
",148,"…ersion 2.4.3

This PR is related to 

https://issues.apache.org/jira/browse/AMQ-5998

Andrea
"
https://issues.apache.org/jira/browse/AMQ-5982,"Updating netty to version 4.0.31
",147,"Updating netty to version 4.0.31
"
AMQ-5977: Add LSB headers to init script,"Add LSB headers to init script to fix problems when setting up ActiveMQ
as a daemon with chkconfig on RHEL and clones.

See: https://issues.apache.org/jira/browse/AMQ-5977

Signed-off-by: Gregor Zurowski gregor@zurowski.org
",146,"Add LSB headers to init script to fix problems when setting up ActiveMQ
as a daemon with chkconfig on RHEL and clones.

See: https://issues.apache.org/jira/browse/AMQ-5977

Signed-off-by: Gregor Zurowski gregor@zurowski.org
"
AMQ-5977: Add LSB headers to ínit script,"Add LSB headers to init script to fix problems when setting up ActiveMQ
as a daemon with chkconfig on RHEL and clones.

Signed-off-by: Gregor Zurowski gregor@zurowski.org
",145,"Add LSB headers to init script to fix problems when setting up ActiveMQ
as a daemon with chkconfig on RHEL and clones.

Signed-off-by: Gregor Zurowski gregor@zurowski.org
"
AMQ-5976: add simple queue filter for admin webapp,"https://issues.apache.org/jira/browse/AMQ-5976
",144,"https://issues.apache.org/jira/browse/AMQ-5976
"
https://issues.apache.org/jira/browse/AMQ-5961,"Prevent deadlock by moving calls to afterCommit and afterRollback out of synchronized blocks.
Same commit as before, moved it to separate branch.
",143,"Prevent deadlock by moving calls to afterCommit and afterRollback out of synchronized blocks.
Same commit as before, moved it to separate branch.
"
"Changed Readme from txt to rst, links added",,142,
https://issues.apache.org/jira/browse/AMQ-5961,"Prevent deadlock by moving calls to afterCommit
and afterRollback out of synchronized blocks.
",141,"Prevent deadlock by moving calls to afterCommit
and afterRollback out of synchronized blocks.
"
fix for AMQ-5939,"See https://issues.apache.org/jira/browse/AMQ-5939
",140,"See https://issues.apache.org/jira/browse/AMQ-5939
"
AMQ-5861: Unable to create connection factory using jms:create,"This is a patch for 5.12.x. Please see https://issues.apache.org/jira/browse/AMQ-5861 for details. Please merge this change to master as well.
",139,"This is a patch for 5.12.x. Please see https://issues.apache.org/jira/browse/AMQ-5861 for details. Please merge this change to master as well.
"
AMQ-5908 - Added sleep for receive delay to receiveAsyncCountBasedMessages().,,138,
AMQ-5903 - add patch that fixes the broker camel component ,"AMQ-5903 - add patch that fixes the broker camel component to take all header values
",137,"AMQ-5903 - add patch that fixes the broker camel component to take all header values
"
https://issues.apache.org/jira/browse/AMQ-5875,"Reworking DurableConduitBridge to look up subscriptions from the
msesage store instead of the RegionBroker since inactive subscriptions
need to be looked at as well when dynamicOnly is false for a
network bridge.
",136,"Reworking DurableConduitBridge to look up subscriptions from the
msesage store instead of the RegionBroker since inactive subscriptions
need to be looked at as well when dynamicOnly is false for a
network bridge.
"
https://issues.apache.org/jira/browse/AMQ-5879,"Adding full exception to logs for tansport failures when the exception
is unexpected to help debugging.
",135,"Adding full exception to logs for tansport failures when the exception
is unexpected to help debugging.
"
https://issues.apache.org/jira/browse/AMQ-5857,"Changing ActiveMQTextMessage to clear out the text field on marshal to
a ByteSequence to prevent the data from being stored in memory twice.
",134,"Changing ActiveMQTextMessage to clear out the text field on marshal to
a ByteSequence to prevent the data from being stored in memory twice.
"
Upgrade Jackson to version 2.5.4,"Hi,

This PR upgrades Jackson to version 2.5.4

Andrea
",133,"Hi,

This PR upgrades Jackson to version 2.5.4

Andrea
"
https://issues.apache.org/jira/browse/AMQ-5875,"Fixing a regression that caused a network bridge to recreate durable
demand improperly.
",132,"Fixing a regression that caused a network bridge to recreate durable
demand improperly.
"
https://issues.apache.org/jira/browse/AMQ-5875,"Fixing a regression that caused a network bridge to recreate durable
demand improperly.
",131,"Fixing a regression that caused a network bridge to recreate durable
demand improperly.
"
https://issues.apache.org/jira/browse/AMQ-5875,"Resolves an issue when using mKahaDB that caused a MessageStore
being used by more than one destination to be deleted even though
there was still at least 1 other destination using the store.
",130,"Resolves an issue when using mKahaDB that caused a MessageStore
being used by more than one destination to be deleted even though
there was still at least 1 other destination using the store.
"
https://issues.apache.org/jira/browse/AMQ-5748,"Fixing an issue that prevented old versions of KahaDB from being
upgraded to the newest version 6
",129,"Fixing an issue that prevented old versions of KahaDB from being
upgraded to the newest version 6
"
https://issues.apache.org/jira/browse/AMQ-5748,"Fixing a potential Null pointer exception in  MemoryMessageStore
",128,"Fixing a potential Null pointer exception in  MemoryMessageStore
"
https://issues.apache.org/jira/browse/AMQ-5340,"A QueueBrowser no longer checks expiry on messages to prevent a
browser from hanging in between the hasMoreElements check and actually
getting a message.  This means that if messages were in the queue when
the browser started it will receive messages even if they are now
expired. Even though the browser will get the expired message, the
broker will still expire it to prevent future access to it.
",127,"A QueueBrowser no longer checks expiry on messages to prevent a
browser from hanging in between the hasMoreElements check and actually
getting a message.  This means that if messages were in the queue when
the browser started it will receive messages even if they are now
expired. Even though the browser will get the expired message, the
broker will still expire it to prevent future access to it.
"
Fix class loading issues for SSL/nonSSL connectors,"- This resolves issues loading SSL and nonSSL RAR connectors in Glassfish 3.x
- proposed fix for AMQ-5873
",126,"- This resolves issues loading SSL and nonSSL RAR connectors in Glassfish 3.x
- proposed fix for AMQ-5873
"
https://issues.apache.org/jira/browse/AMQ-5814,"This fixes an issue where a producer's connection context was being
used to create a subscription instead of the consumer's context
which could lead to permission check failures.

Thanks to hongphu8790@gmail.com for providing the test case.
",125,"This fixes an issue where a producer's connection context was being
used to create a subscription instead of the consumer's context
which could lead to permission check failures.

Thanks to hongphu8790@gmail.com for providing the test case.
"
https://issues.apache.org/jira/browse/AMQ-5865,"StompSocket and MQTTSocket will now return the appropriate web socket
remote address based on the HttpRequestServlet that initialized
the web socket connection.
",124,"StompSocket and MQTTSocket will now return the appropriate web socket
remote address based on the HttpRequestServlet that initialized
the web socket connection.
"
https://issues.apache.org/jira/browse/AMQ-5851,"This commit resolves an issue where unmatched acknowledgement
messages could be received when running a MDB consumer and
sending messages with a short TTL.  The expiration logic when
receiveing an expired Message Ack will now only expire messages
in dispatch relating to the received ack, not all expired messages
in the dispatch list.
",123,"This commit resolves an issue where unmatched acknowledgement
messages could be received when running a MDB consumer and
sending messages with a short TTL.  The expiration logic when
receiveing an expired Message Ack will now only expire messages
in dispatch relating to the received ack, not all expired messages
in the dispatch list.
"
AMQ-5859 JmsConnector Reconnection logic seems wrong,"https://issues.apache.org/jira/browse/AMQ-5859
",122,"https://issues.apache.org/jira/browse/AMQ-5859
"
AMQ-5922: Update Import-Package to include Spring 4,"Update OSGi metadata to include Spring 4.X in the version range. OSGi bundles for Spring 4.X are provided by the Apache ServiceMix project. Removed duplicate org.springframework.osgi\* package reference.

This version range matches the range used in the activemq-camel module.
",121,"Update OSGi metadata to include Spring 4.X in the version range. OSGi bundles for Spring 4.X are provided by the Apache ServiceMix project. Removed duplicate org.springframework.osgi\* package reference.

This version range matches the range used in the activemq-camel module.
"
[AMQ-5858] add import package,,120,
AMQ-5821,"Improved fix based on current master
",119,"Improved fix based on current master
"
https://issues.apache.org/jira/browse/AMQ-5745,"This commit is based off a patch submitted by admin@int3solutions.com.
It fixes several locations in the code where there are potential resource leaks.
",118,"This commit is based off a patch submitted by admin@int3solutions.com.
It fixes several locations in the code where there are potential resource leaks.
"
https://issues.apache.org/jira/browse/AMQ-5705,"Modifing the AdivsoryBroker to set the originBrokerURL to the transport connector's
URL if it has been set versus using a default URL.
",117,"Modifing the AdivsoryBroker to set the originBrokerURL to the transport connector's
URL if it has been set versus using a default URL.
"
https://issues.apache.org/jira/browse/AMQ-5668,"This commit fixes a race condition in AbstractStoreCursor setLastCacheId that could
cause a null pointer exception in certain cases.
",116,"This commit fixes a race condition in AbstractStoreCursor setLastCacheId that could
cause a null pointer exception in certain cases.
"
https://issues.apache.org/jira/browse/AMQ-5843,"Adding a new property on PolicyEntry called includeBodyForAdvisory which will
include the original message body when sending advisory messages that include
the original message, instead of clearing it out.  This is turned off by default.
",115,"Adding a new property on PolicyEntry called includeBodyForAdvisory which will
include the original message body when sending advisory messages that include
the original message, instead of clearing it out.  This is turned off by default.
"
https://issues.apache.org/jira/browse/AMQ-5265,"This is a revision of AMQ-5265 -- the original fix didn't quite clean up all of the mbeans that MBeanBridgeDestination created, as [noted in the original issue by Tarek Hammoud](https://issues.apache.org/jira/browse/AMQ-5265?focusedCommentId=14527137&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-14527137).  The key for the map used to track the ObjectNames was an ActiveMQDestination (which uses the destination's physical name for its equals() implementation) caused the inbound and outbound entries in the map to randomly replace each other.

Like Tarek, I could reproduce this issue using 5.11.1 with two networked brokers (full duplex) with a client publishing to a topic.  After I restart a broker, the logs on the non-restarted broker show the MBeanBridgeDestination reporting many InstanceAlreadyExistsExceptions when trying to register the unintentionally-duplicated mbeans.

Please let me know if this makes sense or if there are any changes you would suggest (ex: is there a reasonable way or an example I could follow to add a unit test for something like this?).  Thanks!
",114,"This is a revision of AMQ-5265 -- the original fix didn't quite clean up all of the mbeans that MBeanBridgeDestination created, as [noted in the original issue by Tarek Hammoud](https://issues.apache.org/jira/browse/AMQ-5265?focusedCommentId=14527137&page=com.atlassian.jira.plugin.system.issuetabpanels:comment-tabpanel#comment-14527137).  The key for the map used to track the ObjectNames was an ActiveMQDestination (which uses the destination's physical name for its equals() implementation) caused the inbound and outbound entries in the map to randomly replace each other.

Like Tarek, I could reproduce this issue using 5.11.1 with two networked brokers (full duplex) with a client publishing to a topic.  After I restart a broker, the logs on the non-restarted broker show the MBeanBridgeDestination reporting many InstanceAlreadyExistsExceptions when trying to register the unintentionally-duplicated mbeans.

Please let me know if this makes sense or if there are any changes you would suggest (ex: is there a reasonable way or an example I could follow to add a unit test for something like this?).  Thanks!
"
https://issues.apache.org/jira/browse/AMQ-5837,"This commit adds an Inflight message size statistic to SubscriptionStatistics so we can know the size of all the messages that are inflight, besides just the count.
",113,"This commit adds an Inflight message size statistic to SubscriptionStatistics so we can know the size of all the messages that are inflight, besides just the count.
"
https://issues.apache.org/jira/browse/AMQ-5811,"Added synchronization blocks around sentitive code to
prevent concurrent modification of the HashMap.
",112,"Added synchronization blocks around sentitive code to
prevent concurrent modification of the HashMap.
"
